conv_id,turn_id,lci,num_retrieved_documents
hobby_level1_dial9,2,0.097,100
hobby_level1_dial9,3,0.142,100
hobby_level1_dial9,4,0.061,100
hobby_level1_dial9,5,0.152,100
hobby_level1_dial9,6,0.142,100
food_level3_dial11,1,0.256,100
food_level3_dial11,2,0.312,100
food_level3_dial11,3,0.142,100
food_level3_dial11,4,0.1,100
food_level3_dial11,5,0.143,100
food_level3_dial11,6,0.101,100
top25_dial59,1,0.041,100
top25_dial59,2,0.03,100
top25_dial59,3,0.033,100
top25_dial59,4,0.042,100
top25_dial59,5,0.02,100
top25_dial59,6,0.014,100
food_level1_dial6,1,0.317,100
food_level1_dial6,2,0.004,100
food_level1_dial6,3,0.101,100
food_level1_dial6,4,0.351,100
food_level1_dial6,5,0.084,100
food_level1_dial6,6,0.229,100
hobby_level2_dial32,1,0.069,100
hobby_level2_dial32,2,0.045,100
hobby_level2_dial32,3,0.016,100
hobby_level2_dial32,4,0.1,100
hobby_level2_dial32,5,0.191,100
hobby_level2_dial32,6,0.123,100
food_level3_dial12,1,0.122,100
food_level3_dial12,2,0.061,100
food_level3_dial12,3,0.081,100
food_level3_dial12,4,0.09,100
food_level3_dial12,5,0.065,100
food_level3_dial12,6,0.149,100
food_level3_dial12,7,0.126,100
food_level3_dial8,1,0.312,100
food_level3_dial8,2,0.196,100
food_level3_dial8,3,0.113,100
food_level3_dial8,4,0.04,100
food_level3_dial8,5,0.12,100
food_level3_dial8,6,0.103,100
food_level1_dial7,1,0.068,100
food_level1_dial7,2,0.076,100
food_level1_dial7,3,0.085,100
hobby_level2_dial33,1,0.032,100
hobby_level2_dial33,2,0.197,100
hobby_level2_dial33,3,0.078,100
hobby_level2_dial33,4,0.057,100
hobby_level2_dial33,5,0.073,100
hobby_level2_dial33,6,0.002,100
food_level3_dial13,1,0.079,100
food_level3_dial13,2,0.059,100
food_level3_dial13,3,0.138,100
food_level3_dial13,4,0.064,100
food_level3_dial13,5,0.146,100
food_level3_dial13,6,0.072,100
food_level2_dial24,1,0.236,100
food_level2_dial24,2,0.187,100
food_level2_dial24,3,0.347,100
food_level2_dial24,4,0.125,100
food_level2_dial24,5,0.023,100
food_level2_dial24,6,0.021,100
food_level3_dial14,1,0.053,100
food_level3_dial14,2,0.092,100
food_level3_dial14,3,0.008,100
food_level3_dial14,4,0.042,100
food_level3_dial14,5,0.194,100
food_level3_dial14,6,0.04,100
top25_dial33,1,0.137,100
top25_dial33,2,0.035,100
top25_dial33,3,0.007,100
top25_dial33,4,0.012,100
top25_dial33,5,0.019,100
top25_dial33,6,0.034,100
hobby_level3_dial26,1,0.096,100
hobby_level3_dial26,2,0.41,100
hobby_level3_dial26,3,0.044,100
hobby_level3_dial26,4,0.512,100
hobby_level3_dial26,5,0.095,100
hobby_level3_dial26,6,0.248,100
top25_dial35,1,0.053,100
top25_dial35,2,0.021,100
top25_dial35,3,0.082,100
top25_dial35,4,0.082,100
top25_dial35,5,0.031,100
food_level1_dial8,1,0.115,100
food_level1_dial8,2,0.217,100
food_level1_dial8,3,0.1,100
food_level1_dial8,4,0.166,100
food_level1_dial8,5,0.069,100
food_level1_dial8,6,0.149,100
food_level3_dial9,1,0.049,100
food_level3_dial9,2,0.231,100
food_level3_dial9,3,0.087,100
food_level3_dial9,4,0.114,100
food_level3_dial9,5,0.126,100
food_level3_dial9,6,0.101,100
hobby_level2_dial1,1,0.077,100
hobby_level2_dial1,2,0.394,100
hobby_level2_dial1,3,0.446,100
hobby_level2_dial1,4,0.309,100
hobby_level2_dial1,5,0.038,100
hobby_level2_dial1,6,0.047,100
food_level1_dial9,1,0.197,100
food_level1_dial9,2,0.161,100
food_level1_dial9,3,0.089,100
food_level1_dial9,4,0.029,100
food_level1_dial9,5,0.109,100
food_level1_dial9,6,0.04,100
top25_dial6,1,0.269,100
top25_dial6,2,0.201,100
top25_dial6,3,0.332,100
top25_dial6,4,0.07,100
top25_dial6,5,0.16,100
top25_dial6,6,0.058,100
food_level3_dial15,1,0.274,100
food_level3_dial15,2,0.19,100
food_level3_dial15,3,0.097,100
food_level3_dial15,4,0.392,100
food_level3_dial15,5,0.224,100
food_level3_dial15,6,0.077,100
top25_dial36,1,0.096,100
top25_dial36,2,0.069,100
top25_dial36,3,0.151,100
top25_dial36,4,0.006,100
top25_dial36,5,0.063,100
top25_dial36,6,0.079,100
food_level2_dial1,1,0.098,100
food_level2_dial1,2,0.039,100
food_level2_dial1,3,0.047,100
food_level2_dial1,4,0.056,100
food_level2_dial1,5,0.045,100
food_level2_dial1,6,0.028,100
food_level3_dial16,1,0.149,100
food_level3_dial16,2,0.145,100
food_level3_dial16,3,0.169,100
food_level3_dial16,4,0.045,100
food_level3_dial16,5,0.041,100
food_level3_dial16,6,0.024,100
top25_dial12,1,0.41,100
top25_dial12,2,0.681,100
top25_dial12,3,0.06,100
hobby_level1_dial1,1,0.16,100
hobby_level1_dial1,2,0.115,100
hobby_level1_dial1,3,0.129,100
hobby_level1_dial1,4,0.145,100
hobby_level1_dial1,5,0.18,100
hobby_level1_dial1,6,0.089,100
hobby_level1_dial1,7,0.008,100
hobby_level2_dial10,1,0.21,100
hobby_level2_dial10,2,0.137,100
hobby_level2_dial10,3,0.026,100
hobby_level2_dial10,4,0.001,100
hobby_level2_dial10,5,0.006,100
hobby_level2_dial10,6,0.032,100
hobby_level3_dial27,1,0.032,100
hobby_level3_dial27,2,0.029,100
hobby_level3_dial27,3,0.229,100
hobby_level3_dial27,4,0.283,100
hobby_level3_dial27,5,0.068,100
hobby_level3_dial27,6,0.147,100
hobby_level3_dial27,7,0.115,100
food_level2_dial25,1,0.029,100
food_level2_dial25,2,0.054,100
food_level2_dial25,3,0.037,100
food_level2_dial25,4,0.042,100
food_level2_dial25,5,0.031,100
food_level2_dial25,6,0.125,100
food_level2_dial25,7,0.029,100
hobby_level2_dial34,1,0.048,100
hobby_level2_dial34,2,0.2,100
hobby_level2_dial34,3,0.008,100
hobby_level2_dial34,4,0.025,100
hobby_level2_dial34,5,0.04,100
hobby_level2_dial34,6,0.032,100
hobby_level2_dial34,7,0.022,100
hobby_level1_dial10,1,0.118,100
hobby_level1_dial10,2,0.13,100
hobby_level1_dial10,3,0.116,100
hobby_level1_dial10,4,0.056,100
hobby_level1_dial10,5,0.058,100
hobby_level3_dial28,1,0.075,100
hobby_level3_dial28,2,0.109,100
hobby_level3_dial28,3,0.012,100
food_level3_dial18,1,0.132,100
food_level3_dial18,2,0.083,100
food_level3_dial18,3,0.251,100
food_level3_dial18,4,0.056,100
food_level3_dial18,5,0.06,100
food_level3_dial18,6,0.192,100
food_level2_dial26,1,0.079,100
food_level2_dial26,2,0.013,100
food_level2_dial26,3,0.027,100
food_level2_dial26,4,0.046,100
food_level2_dial26,5,0.044,100
food_level2_dial26,6,0.014,100
hobby_level3_dial29,1,0.229,100
hobby_level3_dial29,2,0.037,100
hobby_level3_dial29,3,0.042,100
hobby_level3_dial29,4,0.149,100
hobby_level3_dial29,5,0.116,100
hobby_level3_dial29,6,0.069,100
hobby_level3_dial29,7,0.062,100
top25_dial13,1,0.092,100
top25_dial13,2,0.219,100
top25_dial13,3,0.423,100
top25_dial13,4,0.006,100
top25_dial13,5,0.131,100
top25_dial13,6,0.259,100
top25_dial37,1,0.112,100
top25_dial37,2,0.156,100
top25_dial37,3,0.052,100
top25_dial37,4,0.145,100
top25_dial37,5,0.338,100
top25_dial37,6,0.031,100
food_level2_dial27,1,0.153,100
food_level2_dial27,2,0.146,100
food_level2_dial27,3,0.027,100
food_level2_dial27,4,0.2,100
food_level2_dial27,5,0.032,100
food_level2_dial27,6,0.052,100
food_level2_dial27,7,0.08,100
food_level3_dial19,1,0.355,100
food_level3_dial19,2,0.314,100
food_level3_dial19,3,0.766,100
food_level3_dial19,4,0.173,100
food_level3_dial19,5,0.328,100
food_level3_dial19,6,0.037,100
top25_dial15,1,0.018,100
top25_dial15,2,0.11,100
top25_dial15,3,0.008,100
top25_dial15,4,0.004,100
top25_dial15,5,0.001,100
top25_dial15,6,0.001,100
top25_dial60,1,0.17,100
top25_dial60,2,0.351,100
top25_dial60,3,0.011,100
top25_dial60,4,0.025,100
top25_dial60,5,0.002,100
top25_dial60,6,0.091,100
top25_dial60,7,0.03,100
food_level2_dial28,1,0.308,100
food_level2_dial28,2,0.303,100
food_level2_dial28,3,0.113,100
food_level2_dial28,4,0.155,100
food_level2_dial28,5,0.094,100
food_level2_dial28,6,0.081,100
hobby_level1_dial11,1,0.753,100
hobby_level1_dial11,2,0.267,100
hobby_level1_dial11,3,0.222,100
hobby_level1_dial11,4,0.088,100
hobby_level1_dial11,5,0.14,100
hobby_level1_dial11,6,0.113,100
hobby_level2_dial11,1,0.117,100
hobby_level2_dial11,2,0.113,100
hobby_level2_dial11,3,0.265,100
hobby_level2_dial11,4,0.152,100
hobby_level2_dial11,5,0.233,100
hobby_level2_dial11,6,0.181,100
food_level3_dial20,1,0.013,100
food_level3_dial20,2,0.166,100
food_level3_dial20,3,0.155,100
food_level3_dial20,4,0.167,100
food_level3_dial20,5,0.063,100
food_level3_dial20,6,0.122,100
food_level3_dial20,7,0.067,100
food_level2_dial10,1,0.664,100
food_level2_dial10,2,0.431,100
food_level2_dial10,3,0.547,100
food_level2_dial10,4,0.168,100
food_level2_dial10,5,0.617,100
food_level2_dial10,6,0.437,100
top25_dial61,1,0.13,100
top25_dial61,2,0.192,100
top25_dial61,3,0.357,100
top25_dial61,4,0.564,100
top25_dial61,5,0.007,100
top25_dial61,6,0.078,100
hobby_level1_dial12,1,0.012,100
hobby_level1_dial12,2,0.038,100
hobby_level1_dial12,3,0.104,100
hobby_level1_dial12,4,0.022,100
hobby_level1_dial12,5,0.021,100
hobby_level1_dial12,6,0.132,100
food_level2_dial11,1,0.009,100
food_level2_dial11,2,0.144,100
food_level2_dial11,3,0.089,100
food_level2_dial11,4,0.106,100
food_level2_dial11,5,0.181,100
food_level2_dial11,6,0.117,100
top25_dial38,1,0.503,100
top25_dial38,2,0.259,100
top25_dial38,3,0.005,100
top25_dial38,4,0.008,100
top25_dial38,5,0.185,100
top25_dial38,6,0.495,100
food_level2_dial29,1,0.342,100
food_level2_dial29,2,0.097,100
food_level2_dial29,3,0.062,100
food_level2_dial29,4,0.152,100
food_level2_dial29,5,0.012,100
food_level2_dial29,6,0.248,100
top25_dial16,1,0.009,100
top25_dial16,2,0.095,100
top25_dial16,3,0.064,100
top25_dial16,4,0.036,100
top25_dial16,5,0.008,100
top25_dial16,6,0.001,100
hobby_level1_dial13,1,0.027,100
hobby_level1_dial13,2,0.022,100
hobby_level1_dial13,3,0.079,100
hobby_level1_dial13,4,0.102,100
hobby_level1_dial13,5,0.084,100
hobby_level1_dial13,6,0.167,100
hobby_level2_dial36,1,0.048,100
hobby_level2_dial36,2,0.007,100
hobby_level2_dial36,3,0.155,100
hobby_level2_dial36,4,0.125,100
hobby_level2_dial36,5,0.103,100
hobby_level2_dial36,6,0.061,100
hobby_level2_dial37,1,0.259,100
hobby_level2_dial37,2,0.026,100
hobby_level2_dial37,3,0.179,100
hobby_level2_dial37,4,0.032,100
hobby_level2_dial37,5,0.016,100
hobby_level2_dial37,6,0.011,100
food_level2_dial3,1,0.189,100
food_level2_dial3,2,0.058,100
food_level2_dial3,3,0.038,100
food_level2_dial3,4,0.105,100
food_level2_dial3,5,0.069,100
food_level2_dial3,6,0.124,100
hobby_level2_dial38,1,0.178,100
hobby_level2_dial38,2,0.016,100
hobby_level2_dial38,3,0.087,100
hobby_level2_dial38,4,0.028,100
hobby_level2_dial38,5,0.01,100
hobby_level2_dial38,6,0.083,100
top25_dial4,1,0.278,100
top25_dial4,2,0.214,100
top25_dial4,3,0.2,100
top25_dial4,4,0.241,100
top25_dial4,5,0.297,100
top25_dial4,6,0.204,100
hobby_level1_dial14,1,0.124,100
hobby_level1_dial14,2,0.164,100
hobby_level1_dial14,3,0.158,100
hobby_level1_dial14,4,0.102,100
hobby_level1_dial14,5,0.119,100
hobby_level1_dial14,6,0.13,100
top25_dial62,1,0.147,100
top25_dial62,2,0.035,100
top25_dial62,3,0.002,100
top25_dial62,4,0.019,100
top25_dial62,5,0.009,100
top25_dial62,6,0.349,100
food_level3_dial21,1,0.14,100
food_level3_dial21,2,0.166,100
food_level3_dial21,3,0.071,100
food_level3_dial21,4,0.02,100
food_level3_dial21,5,0.083,100
food_level3_dial21,6,0.053,100
hobby_level3_dial3,1,0.039,100
hobby_level3_dial3,2,0.054,100
hobby_level3_dial3,3,0.05,100
hobby_level3_dial3,4,0.043,100
hobby_level2_dial4,1,0.234,100
hobby_level2_dial4,2,0.503,100
hobby_level2_dial4,3,0.647,100
hobby_level2_dial4,4,0.546,100
hobby_level2_dial4,5,0.19,100
hobby_level2_dial4,6,0.189,100
top25_dial17,1,0.045,100
top25_dial17,2,0.102,100
top25_dial17,3,0.204,100
top25_dial17,4,0.083,100
top25_dial17,5,0.059,100
top25_dial17,6,0.093,100
hobby_level2_dial5,1,0.236,100
hobby_level2_dial5,2,0.046,100
hobby_level2_dial5,3,0.12,100
hobby_level2_dial5,4,0.218,100
hobby_level3_dial30,1,0.215,100
hobby_level3_dial30,2,0.413,100
hobby_level3_dial30,3,0.174,100
hobby_level3_dial30,4,0.018,100
hobby_level3_dial30,5,0.384,100
hobby_level3_dial30,6,0.183,100
hobby_level3_dial30,7,0.082,100
hobby_level3_dial32,1,0.049,100
hobby_level3_dial32,2,0.088,100
hobby_level2_dial6,1,0.215,100
hobby_level2_dial6,2,0.229,100
hobby_level2_dial6,3,0.083,100
hobby_level2_dial6,4,0.144,100
hobby_level2_dial6,5,0.269,100
hobby_level2_dial6,6,0.018,100
hobby_level1_dial15,1,0.089,100
hobby_level1_dial15,2,0.219,100
hobby_level1_dial15,3,0.226,100
hobby_level1_dial15,4,0.141,100
hobby_level1_dial15,5,0.168,100
hobby_level1_dial15,6,0.194,100
top25_dial40,1,0.272,100
top25_dial40,2,0.374,100
top25_dial40,3,0.262,100
top25_dial40,4,0.239,100
top25_dial40,5,0.076,100
top25_dial40,6,0.072,100
top25_dial63,1,0.024,100
top25_dial63,2,0.062,100
top25_dial63,3,0.069,100
top25_dial63,4,0.037,100
top25_dial63,5,0.086,100
top25_dial63,6,0.031,100
hobby_level2_dial12,1,0.007,100
hobby_level2_dial12,2,0.101,100
hobby_level2_dial12,3,0.447,100
hobby_level2_dial12,4,0.065,100
hobby_level2_dial12,5,0.283,100
hobby_level2_dial12,6,0.072,100
hobby_level2_dial12,7,0.237,100
food_level2_dial30,1,0.289,100
food_level2_dial30,2,0.124,100
food_level2_dial30,3,0.13,100
food_level2_dial30,4,0.156,100
food_level2_dial30,5,0.145,100
food_level2_dial30,6,0.069,100
top25_dial18,1,0.105,100
top25_dial18,2,0.18,100
top25_dial18,3,0.338,100
top25_dial18,4,0.016,100
top25_dial18,5,0.104,100
top25_dial18,6,0.24,100
food_level3_dial22,1,0.225,100
food_level3_dial22,2,0.021,100
food_level3_dial22,3,0.015,100
food_level3_dial22,4,0.076,100
food_level3_dial22,5,0.098,100
food_level3_dial22,6,0.037,100
hobby_level2_dial14,1,0.027,100
hobby_level2_dial14,2,0.001,100
hobby_level2_dial14,3,0.003,100
hobby_level2_dial14,4,0.221,100
hobby_level2_dial14,5,0.136,100
hobby_level2_dial14,6,0.041,100
food_level3_dial23,1,0.12,100
food_level3_dial23,2,0.112,100
food_level3_dial23,3,0.123,100
food_level3_dial23,4,0.187,100
food_level3_dial23,5,0.361,100
food_level3_dial23,6,0.153,100
top25_dial64,1,0.264,100
top25_dial64,2,0.131,100
hobby_level2_dial15,1,0.106,100
hobby_level2_dial15,2,0.145,100
hobby_level2_dial15,3,0.156,100
hobby_level2_dial15,4,0.145,100
hobby_level2_dial15,5,0.051,100
hobby_level2_dial15,6,0.049,100
top25_dial41,1,0.069,100
top25_dial41,2,0.021,100
top25_dial41,3,0.172,100
top25_dial41,4,0.155,100
top25_dial41,5,0.131,100
top25_dial41,6,0.005,100
hobby_level2_dial7,1,0.022,100
hobby_level2_dial7,2,0.131,100
hobby_level2_dial7,3,0.015,100
hobby_level2_dial7,4,0.042,100
hobby_level2_dial7,5,0.019,100
hobby_level2_dial7,6,0.033,100
top25_dial19,1,0.071,100
top25_dial19,2,0.029,100
top25_dial19,3,0.019,100
top25_dial19,4,0.011,100
top25_dial19,5,0.039,100
top25_dial19,6,0.013,100
hobby_level2_dial16,1,0.139,100
hobby_level2_dial16,2,0.003,100
hobby_level2_dial16,3,0.013,100
food_level2_dial31,1,0.0,100
food_level2_dial31,2,0.007,100
food_level2_dial31,3,0.073,100
food_level2_dial31,4,0.022,100
food_level2_dial31,5,0.078,100
food_level2_dial31,6,0.134,100
top25_dial65,1,0.088,100
top25_dial65,2,0.045,100
top25_dial65,3,0.034,100
top25_dial65,4,0.006,100
top25_dial65,5,0.02,100
top25_dial65,6,0.027,100
food_level3_dial24,1,0.253,100
food_level3_dial24,2,0.018,100
food_level3_dial24,3,0.065,100
food_level3_dial24,4,0.015,100
food_level3_dial24,5,0.226,100
food_level3_dial24,6,0.013,100
hobby_level2_dial17,1,0.048,100
hobby_level2_dial17,2,0.063,100
hobby_level2_dial17,3,0.242,100
hobby_level2_dial17,4,0.007,100
hobby_level2_dial17,5,0.089,100
hobby_level2_dial17,6,0.027,100
top25_dial20,1,0.01,100
top25_dial20,2,0.102,100
top25_dial20,3,0.186,100
top25_dial20,4,0.177,100
top25_dial20,5,0.171,100
top25_dial20,6,0.208,100
top25_dial42,1,0.439,100
top25_dial42,2,0.185,100
top25_dial42,3,0.47,100
top25_dial42,4,0.079,100
top25_dial42,5,0.065,100
top25_dial42,6,0.192,100
top25_dial21,1,0.036,100
top25_dial21,2,0.048,100
top25_dial21,3,0.059,100
top25_dial21,4,0.056,100
top25_dial21,5,0.071,100
top25_dial21,6,0.013,100
top25_dial21,7,0.032,100
top25_dial66,1,0.097,100
top25_dial66,2,0.008,100
hobby_level2_dial18,1,0.057,100
hobby_level2_dial18,2,0.042,100
hobby_level2_dial18,3,0.033,100
hobby_level2_dial18,4,0.123,100
hobby_level2_dial18,5,0.194,100
hobby_level2_dial18,6,0.029,100
food_level2_dial33,1,0.085,100
food_level2_dial33,2,0.049,100
food_level2_dial33,3,0.082,100
food_level2_dial33,4,0.05,100
food_level2_dial33,5,0.088,100
food_level2_dial33,6,0.116,100
top25_dial43,1,0.039,100
top25_dial43,2,0.054,100
top25_dial43,3,0.006,100
top25_dial43,4,0.019,100
top25_dial43,5,0.006,100
top25_dial43,6,0.032,100
food_level3_dial25,1,0.244,100
food_level3_dial25,2,0.136,100
food_level3_dial25,3,0.182,100
food_level3_dial25,4,0.207,100
food_level3_dial25,5,0.138,100
food_level3_dial25,6,0.019,100
hobby_level2_dial8,1,0.146,100
hobby_level2_dial8,2,0.048,100
hobby_level2_dial8,3,0.406,100
hobby_level2_dial8,4,0.195,100
hobby_level2_dial8,5,0.403,100
hobby_level2_dial8,6,0.015,100
top25_dial22,1,0.306,100
top25_dial22,2,0.171,100
top25_dial22,3,0.169,100
top25_dial22,4,0.107,100
top25_dial22,5,0.587,100
top25_dial22,6,0.021,100
top25_dial44,1,0.074,100
top25_dial44,2,0.009,100
top25_dial44,3,0.034,100
top25_dial44,4,0.021,100
top25_dial44,5,0.029,100
food_level2_dial34,1,0.121,100
food_level2_dial34,2,0.33,100
food_level2_dial34,3,0.302,100
food_level2_dial34,4,0.151,100
food_level2_dial34,5,0.147,100
food_level2_dial34,6,0.212,100
hobby_level2_dial19,1,0.044,100
hobby_level2_dial19,2,0.178,100
hobby_level2_dial19,3,0.004,100
hobby_level2_dial19,4,0.003,100
hobby_level2_dial19,5,0.012,100
hobby_level2_dial19,6,0.0,100
top25_dial67,1,0.502,100
top25_dial67,2,0.148,100
top25_dial67,3,0.398,100
top25_dial67,4,0.563,100
top25_dial67,5,0.079,100
top25_dial67,6,0.384,100
top25_dial45,1,0.089,100
top25_dial45,2,0.08,100
top25_dial45,3,0.084,100
top25_dial45,4,0.259,100
top25_dial45,5,0.191,100
top25_dial45,6,0.033,100
food_level2_dial35,1,0.027,100
food_level2_dial35,2,0.049,100
food_level2_dial35,3,0.107,100
food_level2_dial35,4,0.005,100
food_level2_dial35,5,0.006,100
food_level2_dial35,6,0.147,100
top25_dial68,1,0.113,100
top25_dial68,2,0.112,100
top25_dial68,3,0.25,100
top25_dial68,4,0.017,100
top25_dial68,5,0.051,100
top25_dial68,6,0.059,100
top25_dial7,1,0.356,100
top25_dial7,2,0.228,100
top25_dial7,3,0.032,100
top25_dial7,4,0.029,100
top25_dial7,5,0.309,100
top25_dial7,6,0.044,100
top25_dial70,1,0.033,100
top25_dial70,2,0.044,100
top25_dial70,3,0.015,100
top25_dial70,4,0.061,100
top25_dial8,1,0.155,100
top25_dial8,2,0.27,100
top25_dial8,3,0.167,100
top25_dial8,4,0.147,100
top25_dial8,5,0.076,100
top25_dial8,6,0.059,100
top25_dial9,1,0.072,100
top25_dial9,2,0.004,100
top25_dial9,3,0.015,100
top25_dial9,4,0.066,100
top25_dial9,5,0.007,100
top25_dial9,6,0.229,100
top25_dial47,1,0.114,100
top25_dial47,2,0.05,100
top25_dial47,3,0.066,100
top25_dial47,4,0.016,100
top25_dial47,5,0.005,100
top25_dial47,6,0.011,100
top25_dial47,7,0.063,100
top25_dial48,1,0.06,100
top25_dial48,2,0.074,100
top25_dial48,3,0.106,100
top25_dial48,4,0.036,100
top25_dial48,5,0.003,100
top25_dial48,6,0.021,100
top25_dial49,1,0.007,100
top25_dial49,2,0.038,100
top25_dial49,3,0.044,100
top25_dial49,4,0.04,100
top25_dial49,5,0.002,100
top25_dial49,6,0.089,100
